Numero di Termini: 148077
Numero di Termini dopo pulizia: 10226
repos:109
BlockRealMatrix{{1.0,0.9227697864,0.9054225586,0.6811273151,0.8582661795,0.7317557285,0.8879766591,0.8747118824,0.9416252916,0.8683895806,0.9295663197,0.871553003,0.9902426775,0.9203380378,0.7964267693,0.9439151631,0.9761746445,0.8572944009,0.8014713743,0.8288667315,0.7886059807,0.9721532037,0.7795785674,0.9640415256,0.9770873726,0.9845292452,0.8695015318,0.840690008,0.9138710975,0.9974635154,0.9853345284,0.7465342109,0.9932022215,0.9719091826,0.8807119184,0.862651784,0.9428793665,0.9981654277,0.9945215907,0.9544680217,0.8602436369,0.9991264476,0.9676938061,0.9275160077,0.8481920335,0.8042396789,0.9926242453,0.9420780358,0.8985030032,0.8263079228,0.9113217114,0.9638163904,0.8918231972,0.9753427352,0.9991336592,0.9071315807,0.756223549,0.9980614574,0.8973216618,0.9075476661,0.9746166057,0.9391647784,0.940127964,0.7098858259,0.9791219487,0.8959641177,0.9999967438,0.9178021512,0.9030488591,0.9030488591,0.8878719982,0.8533085663,0.9172452119,0.9912154513,0.8649481884,0.8337567176,0.9960259852,0.7630648479,0.6833481586,0.7920548562,0.9107710345,0.9357677816,0.8099587737,0.8202677963,0.9475203341,0.8510422752,0.9719075332,0.9423923402,0.926308134,0.7658925989,0.7464377056,0.7140454681,0.9911695066,0.9979458164,0.7719873181,0.8747746807,0.7705005643,0.9947001064,0.9029639978,0.7227707949,0.9576221636,0.7191937234,0.9755518309,0.9022974363,0.804562965,0.7094667186,0.9023362111,0.7173620862,0.9912911029}}
BlockRealMatrix{{0.9227697864,1.0,0.9990827924,0.9106647219,0.989746433,0.9378850632,0.9966168491,0.9939158071,0.998636929,0.6102344788,0.9998375127,0.9931812099,0.9674661877,0.9999803841,0.967954205,0.9982549246,0.9844005127,0.989474625,0.970026647,0.5492696786,0.4907494608,0.9873793131,0.9607190213,0.991996237,0.9836444163,0.9760152921,0.9926865948,0.9844377028,0.9997471382,0.8930000162,0.9749909247,0.9452718141,0.961352579,0.9875433371,0.9952170671,0.9909392218,0.9984344777,0.8977455199,0.9579958122,0.9957097664,0.9902911903,0.9058601397,0.9901166858,0.9999218245,0.9868024713,0.9711445443,0.8692468507,0.9985656986,0.9982682407,0.9795292307,0.9995874868,0.9921026875,0.9972744812,0.8149713851,0.9059333743,0.9992477604,0.4456794955,0.9449637286,0.6579358693,0.9992856535,0.8130740346,0.998988435,0.7361854753,0.9264708466,0.8251722769,0.9979134918,0.9217833883,0.9999193758,0.9988293343,0.9988293343,0.9965981232,0.9883321454,0.9999006119,0.8636981904,0.9915411017,0.9821305015,0.9534233035,0.4550719417,0.9119154717,0.9661221958,0.9995482361,0.9993797421,0.9734091673,0.9773316687,0.9975383383,0.5829690163,0.9875444397,0.9985150192,0.9999568901,0.9545115554,0.4323558423,0.92868404,0.9657192694,0.9455612721,0.4674224243,0.9939300723,0.4653563269,0.8782578205,0.99881976,0.9332629089,0.7726729496,0.9313962909,0.8155212145,0.9987433438,0.9712741814,0.3831021138,0.9987478477,0.9304347848,0.8639869647}}
BlockRealMatrix{{0.9054225586,0.9990827924,1.0,0.9275204768,0.9949548849,0.9518811481,0.9992220525,0.9977205092,0.9954859824,0.5757516703,0.9981485627,0.997262276,0.9557452817,0.9993313988,0.9778197019,0.994810708,0.9759637269,0.9947634394,0.9795421912,0.512983348,0.4529900245,0.979692098,0.9717214432,0.9856795669,0.975029373,0.96579803,0.996945357,0.9910597396,0.9997930562,0.8729094113,0.9645800824,0.9583763634,0.9486815382,0.9798999058,0.9984872809,0.9957815579,0.9951236052,0.8780591609,0.9448370455,0.9908342756,0.995335266,0.8868916073,0.9832031729,0.9984692728,0.9928311935,0.9804660763,0.8472801669,0.9953572047,0.9998715734,0.9872506005,0.9999004685,0.985821852,0.9995190867,0.7894094995,0.8869714827,0.9999918259,0.406938342,0.9300872799,0.6250855885,0.9999873343,0.787400026,0.9961466208,0.7065303571,0.9417371905,0.8002270692,0.9997628954,0.9043362836,0.9995459783,0.9999845506,0.9999845506,0.9992130535,0.9939477657,0.9995871947,0.8413241918,0.996189425,0.9892885052,0.9396327061,0.4165250525,0.928651549,0.9762873289,0.9999184203,0.996955167,0.982325327,0.9855008987,0.9936206952,0.5476430982,0.9799013038,0.9952664497,0.9986421207,0.9664039529,0.3933481293,0.9437130715,0.9537178507,0.9307583964,0.4291391381,0.9977292459,0.42702829,0.8569761701,0.9999834331,0.9477876915,0.7447817673,0.9461288701,0.7899919684,0.9999733197,0.9805729638,0.3431974058,0.9999739727,0.9452731862,0.8416339053}}
BlockRealMatrix{{0.6811273151,0.9106647219,0.9275204768,1.0,0.9603391274,0.9974383025,0.9415394355,0.9506290114,0.8878593908,0.2284159942,0.9030692465,0.9526200047,0.7765112003,0.9132345967,0.985233814,0.8846785511,0.8237690034,0.960864565,0.9837629763,0.1549569184,0.0869336537,0.8337401971,0.9895504473,0.851209068,0.8213538655,0.7988799561,0.9538796789,0.9690964827,0.9197248167,0.6272844344,0.7960703,0.9956286488,0.7617223859,0.8343134631,0.9466685904,0.9579034885,0.8861302067,0.6355483124,0.7539300247,0.8685287607,0.959254075,0.6499356865,0.8437222257,0.9054276342,0.9655463945,0.982918996,0.5873419326,0.8872386542,0.9333914817,0.9751898571,0.9221547474,0.8516526967,0.9386649513,0.5027469836,0.6500670999,0.926001625,0.0360191935,0.7253739854,0.2880293564,0.9256275248,0.4999205369,0.8911652333,0.3908091388,0.9991987122,0.518076794,0.935439471,0.6792566578,0.9158374753,0.9295838172,0.9295838172,0.9416160662,0.9629671866,0.9163989341,0.5783099312,0.9565850166,0.9721461914,0.7436293934,0.0465300178,0.9999953866,0.9864402605,0.9226705673,0.8955507277,0.9810901616,0.9774902939,0.8794518398,0.1952103673,0.8343173264,0.8868053893,0.9067892534,0.9924294183,0.021196036,0.9989440941,0.7721983909,0.726633295,0.0604298055,0.9505887873,0.0580982273,0.6022371123,0.9296566083,0.9982892432,0.441379022,0.9985777617,0.5035674776,0.9302260571,0.9828187015,-0.0327480226,0.9301930431,0.9987146567,0.5787774918}}
BlockRealMatrix{{0.8582661795,0.989746433,0.9949548849,0.9603391274,1.0,0.9778246401,0.998137331,0.9994568897,0.9809420826,0.4908200865,0.9870108127,0.999649445,0.9214087612,0.9906216679,0.9938990562,0.9795845653,0.9491761037,0.9999982129,0.9947892513,0.4242778587,0.361264797,0.9546338182,0.9905083649,0.9637892565,0.947830833,0.9349120698,0.9997511292,0.9994447579,0.9927080897,0.8195594881,0.9332493461,0.9821843541,0.9121697683,0.9549427121,0.998965895,0.999962955,0.9802076224,0.8256192961,0.9072102424,0.9722834141,0.9999925283,0.8360699939,0.9599323375,0.9878830722,0.9998133939,0.99525194,0.7897191654,0.9806794037,0.9964349012,0.9982386436,0.9934404314,0.9640144747,0.9975873853,0.7238416408,0.8361648534,0.9945411155,0.3132443515,0.8885422386,0.5436239359,0.9944373535,0.721583931,0.9823222331,0.6319687189,0.9707297423,0.7360262002,0.9969035233,0.8569537182,0.991480377,0.995497176,0.995497176,0.9981511861,0.999954079,0.9916618243,0.7828517419,0.9999133364,0.99894198,0.9005630302,0.3232172356,0.9611816705,0.9930797235,0.9935922735,0.9841025099,0.9961480703,0.9975508187,0.9772939248,0.4609384109,0.9549447919,0.9804954088,0.988377486,0.9873142482,0.2991273864,0.9721354106,0.918738704,0.8893809007,0.3363581692,0.9994526108,0.3341576604,0.8009503766,0.9955158801,0.9749993153,0.6740776642,0.973839273,0.7244963902,0.9956611799,0.9953047584,0.2472358837,0.9956528058,0.9732376753,0.7832082854}}
BlockRealMatrix{{0.7317557285,0.9378850632,0.9518811481,0.9974383025,0.9778246401,1.0,0.9632268402,0.9703922992,0.9184979194,0.2974718535,0.9314785081,0.9719370797,0.8195945984,0.9400397604,0.9949572501,0.9157606182,0.8622121005,0.9782188239,0.9940809128,0.2252279862,0.1579721828,0.8711013189,0.9973295139,0.8865704562,0.8600530394,0.8398593093,0.9729092737,0.984259617,0.9454496424,0.6813859759,0.8373224969,0.9997592548,0.8061169459,0.8716111273,0.9672917722,0.9759857926,0.9170107571,0.6891473352,0.7989919959,0.9017579051,0.9770077691,0.7026343265,0.8799578353,0.9334735996,0.9816878091,0.9935657193,0.6437310026,0.9179643131,0.9566703872,0.9885267739,0.9474625736,0.8869614313,0.9609268083,0.5632937975,0.7027573627,0.9506342305,0.1074125457,0.7727552326,0.3557921372,0.9503266347,0.5605917368,0.9213349133,0.4556512248,0.9995020773,0.5779334313,0.9583287978,0.7300140294,0.9422150064,0.9535699876,0.9535699876,0.9632879498,0.9797867255,0.9426832517,0.635185541,0.974982794,0.9864211904,0.7895501928,0.1178653848,0.9976509829,0.9956531892,0.9478889458,0.9250854532,0.9924220226,0.9900781172,0.9112473341,0.2648661604,0.8716145624,0.9175916974,0.9346231124,0.9986724166,0.0926577075,0.9996714494,0.8156703867,0.7739162166,0.1316763139,0.9703609903,0.1293606102,0.6577996256,0.9536294573,0.9999143123,0.5044355272,0.9998334145,0.5640780178,0.9540944304,0.9935039407,0.0388295408,0.9540674862,0.9997818993,0.6356281808}}
BlockRealMatrix{{0.8879766591,0.9966168491,0.9992220525,0.9415394355,0.998137331,0.9632268402,1.0,0.9996056235,0.9909686172,0.5430589702,0.9949733659,0.9994026633,0.9433995284,0.9971120831,0.9853190601,0.9900243389,0.966609818,0.9980202096,0.9867164502,0.4787314698,0.4174787764,0.9710224886,0.9802777973,0.9782625045,0.9655128063,0.9548208102,0.9992499154,0.9955504086,0.9982129927,0.8529896388,0.9534265529,0.9688904175,0.9354721795,0.9712702839,0.9998788908,0.9986254724,0.9904595372,0.8585033398,0.9311847329,0.9847361651,0.9983657055,0.8679825672,0.9752404407,0.9955112768,0.9967725491,0.9874601523,0.8256741268,0.9907870477,0.9997257508,0.9927599287,0.9985661944,0.9784375621,0.999964444,0.7645862089,0.8680684291,0.9990544288,0.3705976665,0.9148769282,0.5938163817,0.9990109085,0.7624767316,0.9919128924,0.678071714,0.9542692431,0.7759541813,0.9998438787,0.8868001609,0.9975801289,0.9994258325,0.9994258325,0.9999999741,0.9975068455,0.9976765198,0.8193526822,0.9988539933,0.9942756702,0.9254069268,0.3803477368,0.94255845,0.9840651366,0.9986368002,0.9931044009,0.9889430408,0.9914255423,0.9884002345,0.5142195113,0.9712719515,0.9906595306,0.9958107408,0.975788597,0.3567840071,0.9560233547,0.9411170371,0.9156147158,0.3931841303,0.9996092543,0.3910354923,0.8359853075,0.9994325055,0.959626953,0.7178856272,0.9581622026,0.7651977934,0.999483473,0.987545914,0.3058885363,0.9994805782,0.9574053688,0.8196811779}}
BlockRealMatrix{{0.8747118824,0.9939158071,0.9977205092,0.9506290114,0.9994568897,0.9703922992,0.9996056235,1.0,0.9868121777,0.519264516,0.991768845,0.9999790042,0.9337138482,0.9945861873,0.9897247135,0.9856772456,0.9590325263,0.9993928032,0.9908892855,0.4538877769,0.391796413,0.9639282806,0.9854408855,0.9720533304,0.9578207314,0.946098789,0.9999433024,0.9978039653,0.9961412444,0.8379964732,0.9445803093,0.975458322,0.9251790704,0.9642043147,0.999921599,0.9997035103,0.9861991181,0.8437641039,0.9205802761,0.9794600365,0.9995768083,0.8536948946,0.9686455779,0.9924609078,0.9986337979,0.9915039796,0.8095061265,0.986593189,0.9986738463,0.9957414873,0.9966691303,0.9722515583,0.999333274,0.746185236,0.8537849379,0.9974395054,0.3443691524,0.9031785054,0.5709874182,0.9973682353,0.7440065496,0.9879575265,0.6571641637,0.9622879673,0.7579343524,0.9989533637,0.8734722548,0.9952342747,0.9980802025,0.9980802025,0.9996119871,0.9990951911,0.9953698623,0.8029304373,0.9998041076,0.9968839751,0.9143996014,0.3542262999,0.9515672667,0.9886702545,0.9967771624,0.9894206006,0.992717466,0.9947040995,0.9837455782,0.4899319646,0.9642061728,0.9864396158,0.9928502472,0.9815457421,0.3304094834,0.9638825004,0.931251901,0.9039630678,0.3672088187,0.9999999916,0.3650353094,0.8202455776,0.9980924165,0.9671472814,0.69805293,0.9658221119,0.7468169728,0.9981868294,0.991574617,0.2790319668,0.9981814111,0.9651363839,0.8032719956}}
BlockRealMatrix{{0.9416252916,0.998636929,0.9954859824,0.8878593908,0.9809420826,0.9184979194,0.9909686172,0.9868121777,1.0,0.6507523958,0.999415541,0.9857425361,0.9793527334,0.9982904189,0.9535273344,0.9999764175,0.9922419467,0.9805729929,0.9560212006,0.592137212,0.5355577928,0.9942996862,0.9449242753,0.9972345635,0.9917050088,0.9860477977,0.98503255,0.9739234697,0.9972107167,0.9152733532,0.9852619315,0.9269530582,0.9744124361,0.994409934,0.9887617104,0.9825781796,0.9999929889,0.9195143375,0.971658499,0.9991821899,0.9816858505,0.9267338476,0.9960871823,0.9992114916,0.977005577,0.9573728104,0.8938659206,0.9999990923,0.9938371168,0.9676871716,0.9967259307,0.9972970702,0.9920641594,0.844107398,0.9267988058,0.9958615886,0.4917962892,0.9607524743,0.6963455065,0.9959510513,0.8423514245,0.9999738247,0.7705063057,0.905563672,0.8535312964,0.9931833061,0.9407630831,0.997893641,0.9949430385,0.9949430385,0.9909380813,0.9790349961,0.9978018122,0.8888275131,0.9834150531,0.9709686893,0.9678674892,0.5009286386,0.8892529155,0.9513346364,0.9966170519,0.9998555778,0.9601259333,0.9649491539,0.9998386805,0.6245822684,0.9944106739,0.9999973878,0.9990785241,0.9376473972,0.4788306091,0.9080606404,0.9779520732,0.9612588554,0.5129271664,0.9868331464,0.5109207429,0.9020195292,0.9949231796,0.9132427903,0.8047531461,0.9111275152,0.8446160782,0.9947661349,0.9575298561,0.4307924526,0.9947753218,0.9100394052,0.8890900478}}
BlockRealMatrix{{0.8683895806,0.6102344788,0.5757516703,0.2284159942,0.4908200865,0.2974718535,0.5430589702,0.519264516,0.6507523958,1.0,0.6244161477,0.5137156725,0.7908133758,0.6052604386,0.3917311621,0.6559515771,0.7401001528,0.4891720377,0.3994351724,0.9971988117,0.9897348516,0.7279995063,0.3664044395,0.7053820038,0.742949543,0.7680662268,0.5101346652,0.4615177554,0.5922656013,0.9014836478,0.7710399472,0.3183485259,0.804764903,0.7272867671,0.5299251193,0.4983012636,0.6535910919,0.8968200038,0.8117969056,0.6809217398,0.4941844091,0.8883535595,0.7153091681,0.6200925423,0.4738976508,0.4036878147,0.922101205,0.6517748261,0.5625743721,0.4382668852,0.5872299197,0.7047821784,0.5501205702,0.9564165742,0.8882741448,0.5790528579,0.9811592387,0.8358443922,0.9980960491,0.5798595003,0.9573653391,0.645241649,0.9854048589,0.2671990348,0.9510592011,0.5578113353,0.8696522144,0.6001255726,0.5711978852,0.5711978852,0.5428679015,0.4824479836,0.5990047412,0.9263451412,0.5022477825,0.4502330082,0.8207737447,0.9831373517,0.2313721861,0.3851007013,0.5861483259,0.6377544257,0.4125311627,0.4286772515,0.6642853523,0.9994227892,0.7272819574,0.652486201,0.6175642253,0.3462562587,0.9781864175,0.2729025813,0.7949667759,0.8348377153,0.9855875231,0.5193752624,0.9851897161,0.9147732429,0.5710357445,0.2849482129,0.9744168876,0.2799963537,0.9561389037,0.5697637366,0.4041856178,0.9655612728,0.5698376553,0.2774680996,0.9261290649}}
